Date,Latitude,Longitude,Elevation,Rainfall_mm,Temperature_C,Humidity_%,Wind_Speed_kmh,Pressure_hPa,Soil_Moisture_%,Slope_deg,Rock_Type,Soil_Type,Vegetation_Density,Drainage_Density,Earthquake_Magnitude,Tremors_Detected,Deforestation_Rate_%,Mining_Activity,Urban_Development,Landslide_Occurrence
2020-03-06,25.102922471479012,84.43036983547762,1536.1918185189231,217.73804618091015,35.82833889643277,98.1924020900021,39.0510223753703,1005.7549816792957,0.9201685575927931,24.017186010581145,Sandstone,Loamy,0.8090971217170826,0.24545782487478474,2.288973578081717,0,2.558916883210105,1,0,0
2021-08-12,29.849549260809972,83.64516871414747,582.1568144878496,447.8135656016996,19.891287550252954,48.91875784842225,7.03193008696148,1044.315600958103,87.75365710046835,21.112179383649963,Shale,Loamy,0.1403890131442258,0.9773908345021538,2.290606983511671,0,78.95286681099081,0,0,0
2017-03-26,29.162213204002107,84.63905030823848,839.7684557317473,474.95380466547715,30.436461761503303,71.02345403041608,18.369422730106834,907.1525757612441,16.22940401520182,28.502765070354656,Sandstone,Sandy,0.2830161002524464,0.5164868663461438,2.9713460050782943,0,80.7559842039799,0,0,0
2006-12-14,26.06169555339138,81.66328299910445,1299.4432226222493,359.40867346363234,36.59070245893795,66.4954782016457,27.106604681944567,912.2801051206793,50.08478289084516,23.31090451956461,Shale,Clay,0.7917412364478417,0.5524467503604634,1.611626712567383,1,34.97148547906777,1,0,0
2018-03-31,25.909124836035502,82.51604708375771,1354.9645132199623,187.17594538809252,2.341080155911234,19.387319579664187,22.7169311385766,1037.4546977152368,92.88264927282506,51.18302175169087,Sandstone,Loamy,0.6437735214174498,0.01863952694775084,5.384887359161108,0,38.17901132248653,0,0,0
2014-06-19,25.91702254926717,80.07039831641445,2748.9630411552394,410.028894987332,14.254351767203552,77.31347833578845,19.88979193688692,967.0139929174117,82.09825426116065,36.93611356915407,Sandstone,Silty,0.1882275487586328,0.7496472904365523,1.3228886474124457,1,15.699712383061614,0,1,1
2005-09-18,26.521211214797688,80.03478793651645,2354.5322731662877,12.93354086271009,14.494468077157396,39.084328309021885,35.941594878026464,997.7668712896549,77.61245780523242,14.689186514669391,Limestone,Silty,0.2718719175988512,0.24505134172900667,5.613981182194775,0,5.253149513601407,0,1,0
2005-09-02,27.62378215816119,81.2006331022576,2930.457420467603,51.37295526971053,10.951251269725939,81.90455942770615,2.7251752118918726,1056.398512731982,60.54456393082496,17.977013480549367,Sandstone,Silty,0.9052354619855191,0.17137315484453353,3.9306695437961165,0,95.6056431273528,1,0,0
2007-02-07,27.15972509321058,80.50403598569542,1997.6787758381013,330.68686818768055,-4.599236005176203,64.68767043538442,23.570516956297094,1015.4315816813868,43.62734858843227,7.945442371066202,Sandstone,Sandy,0.37783720590795156,0.375385333898437,3.220003598240079,0,13.387286235244334,0,0,0
2009-11-27,26.45614570099021,81.30105683967876,1104.284330228295,145.6242876350287,31.718744850014275,38.53823409581406,13.109084519480069,1061.0523749326117,44.603737103863374,21.482874840696923,Basalt,Silty,0.0928854434585491,0.3285314699252476,2.3487452728920153,0,94.00518623981739,0,0,0
2010-03-21,28.059264473611897,80.88521647264199,1319.1375748041073,475.6931092002389,0.020169469925626515,42.06636642979638,4.230919261737948,983.8310484341287,8.696560300457335,41.823498683077624,Shale,Loamy,0.6633329816492283,0.14057421974103512,0.8589408864407214,0,63.18680051301432,0,0,1
2016-05-02,25.69746930326021,80.14260012419324,1299.5898082299177,218.03030604615236,39.79662690647915,75.83566326997246,23.244357900148277,957.4846705943089,6.478595528996367,15.062710344970998,Shale,Clay,0.40158897359867174,0.7927357879995499,5.6333855447004995,0,98.70191915464272,0,0,0
2018-07-03,26.460723242676092,84.54652073203025,1316.2358191581288,214.6824101945885,29.783132136003175,59.505338361059366,8.568434553528437,946.9673817767738,84.34385189573517,10.456129628149908,Granite,Sandy,0.7314095793253055,0.7213095433702102,3.4804860674381715,0,45.162427181621936,0,1,0
2005-08-06,26.831809216468457,80.04111565694446,2182.4104327795394,339.03975509546564,21.100450792293152,70.15159366041837,12.91121409451043,926.3361902146394,40.8652087601362,22.6558462331872,Sandstone,Clay,0.11272656734211006,0.28783978826619316,1.4652661830264595,0,81.48529224485976,0,1,0
2017-08-03,27.28034992108518,83.68041072168543,1827.0198202260406,383.7842811530948,1.9572887983718852,24.248648896766944,25.350436475503795,907.3593044547916,5.4016046377435405,38.68872284197684,Sandstone,Silty,0.3074066519346067,0.49739257433680795,6.792355929476184,0,25.43594169079514,0,0,1
2009-06-17,28.925879806965067,80.76073943459758,1463.5604452166108,237.77936906256824,18.192683712696116,80.82790050055767,48.68544899664107,910.629803136681,66.30542741976521,31.00290251757325,Shale,Clay,0.3927227427723534,0.2893343738570491,1.2179638995673843,0,6.8308411585699,0,0,0
2021-01-22,25.9983689107918,84.561148109998,872.7244218217916,107.00045085586207,6.7498933386013995,38.835218702353124,34.21275034017779,954.1997654265629,68.33024004816355,23.27046438093241,Granite,Loamy,0.5746688921341719,0.09296199681828365,2.560135187366269,0,68.95778041425767,0,0,0
2019-07-30,27.571172192068058,84.46397969794943,555.3479073553648,386.6543213628108,6.354513604438127,65.7875140441906,13.981089907841238,955.682518868914,22.744035812900787,53.5623466863594,Limestone,Sandy,0.18501747596430562,0.3997475805588734,2.1316166142901634,0,89.32598782903447,0,1,1
2020-09-24,27.962072844310214,83.26950573184628,1047.0866939692314,160.1756374368138,32.32881622221184,20.321184271780783,19.120302628768826,976.3569058066421,41.07195897890684,30.770673363174836,Sandstone,Clay,0.3218700377815763,0.3693738451956913,1.2285876178050956,0,6.45308468323893,1,0,0
2017-03-23,25.23225206359999,83.36117074900302,768.6785099217032,87.5553846469288,12.128999078174559,38.92782170412703,20.306657616048863,1018.3234742479011,57.342406853737046,30.027566877373634,Basalt,Silty,0.7658517646721436,0.8894893168743525,4.14569446225226,0,51.85652321586769,0,1,0
2014-05-30,28.037724259507193,80.02669570984844,2463.6125771305988,315.82009496250663,15.282571152586183,68.39805637599775,7.681881167218857,1051.8599070264122,59.62817654622944,6.741121675998356,Shale,Loamy,0.18874570970129856,0.6562235396950955,0.11206318808154647,0,66.97179444876201,0,0,0
2009-12-11,25.852620618436458,84.92435783056801,781.2448945347135,45.2268334951752,32.93341320010532,34.67855190612255,8.032709442984038,939.5410016117514,51.111549260081034,40.16385573685986,Granite,Silty,0.38000336053739747,0.7766383626525298,5.800380378199282,0,70.53914482658485,0,1,0
2015-01-28,25.325257964926397,84.38916301787907,2310.5705932670903,485.67633754302744,-1.0494218426520852,89.22809770748354,7.419736174368224,1051.849635319798,36.419646107276925,30.26396864756795,Sandstone,Loamy,0.3915303844801914,0.6742045272448789,4.917190185494059,0,4.886934626748774,1,0,1
2018-03-21,29.74442768626667,84.47553112865046,1464.1467244402065,316.19863220606845,21.75780338909723,69.51055594990783,26.083206886845844,927.7979055582736,6.882006065058932,12.979242634296462,Granite,Sandy,0.2077753771792249,0.2761093159120962,1.686870329093254,0,86.56680970053006,0,1,0
2011-03-29,29.828160165372797,83.29622268525436,683.4459743594399,492.94776046087793,21.019705661786702,88.3250553967116,33.70930433698541,1097.7387241379747,2.2283615235914267,18.40565501032917,Basalt,Loamy,0.8726230265391545,0.8150885081835247,5.8116757456921615,0,32.362179044413686,0,1,0
2023-02-26,29.041986740582306,81.72393464327268,2531.8251235789644,169.44671173931803,14.134655617000384,45.58516320260087,29.53603423054133,957.0067566165227,45.95347380785275,16.130005248138538,Granite,Loamy,0.5148944142837346,0.6826516532100381,6.27158122484606,0,29.51317057131616,0,0,0
2024-07-01,26.523068845866852,84.4682432454524,1949.0764255915333,485.60258059519896,32.339858864084185,13.058662836220751,48.88835927266742,1067.4670029408298,20.294266696180152,11.715402150912528,Shale,Clay,0.386060140474183,0.10173710896837518,5.133213022888927,0,6.571075695708162,0,1,0
2005-02-23,25.48836057003192,81.45758464075597,1089.4037821589327,72.7811238643118,37.43005276010617,61.85259670195925,6.293728612882593,938.0931655778306,93.84888453348599,28.95477518493329,Limestone,Clay,0.7780612158721653,0.4517674658452727,0.34654296594733236,0,58.928824585346554,0,0,0
2022-01-08,28.421165132560784,82.81355771671102,2736.70293583167,20.347386173514227,15.940113786112484,40.52741524528351,49.323720315137756,1090.1285560874512,64.04170177312416,24.980788020750122,Limestone,Clay,0.03674338651363285,0.033147942824552246,3.2407930193910834,0,41.05582862310324,0,0,0
2023-01-28,27.200762468698006,80.49865486171942,613.1457846763786,16.492030227301278,15.526617294927988,50.3369538330118,23.333696694394597,1065.3253570424424,58.55081177172141,24.806767479172308,Limestone,Loamy,0.9982189390359687,0.3564259169815148,0.6194988318205826,0,94.80461373487303,0,0,0
2008-07-31,25.610191174223893,84.60977815066376,1004.5490204944073,232.43518529961355,17.592867835183515,71.29991925304739,10.931639388856883,971.8778521094068,40.655185236159994,18.834049238806408,Granite,Sandy,0.9609637512143647,0.6230806042767982,0.13016091445037326,0,11.428581736494614,1,1,1
2020-08-29,27.47588455055635,80.70385228885607,2380.1173195146525,41.50209873929739,27.54058138748777,73.05982003637845,47.164041300287856,984.2943452189709,32.95252593431073,29.003459343618744,Sandstone,Loamy,0.08760683282365078,0.5196240333187014,1.5865655768827667,0,26.443035196534726,0,0,0
2014-06-25,25.171942605576092,81.12448402865203,2273.4448257747226,256.0839420838009,25.062713081453303,12.480077337923385,23.43066550722963,900.7675987045952,17.980796589049074,35.11376523087593,Sandstone,Silty,0.8881472970619964,0.4746531850834399,6.397105409375598,0,25.698181446206693,0,0,0
2012-08-19,29.54660201039391,82.79067079064107,1223.1792343111952,163.75025175445023,5.027572714309919,79.23724055556522,17.36734776052602,950.2864488625931,6.014308490712494,38.63259744459073,Sandstone,Silty,0.31068155381215623,0.2026723691203045,2.648892144334103,0,94.34106882719449,0,0,0
2011-03-27,26.293899908000085,83.8204650010649,655.0621883819578,167.8144962370578,-2.124709313029551,54.4167023460471,10.69050519089783,957.8592911903903,63.44976422059112,17.090411892586616,Basalt,Sandy,0.10452363581564994,0.10906297392467312,5.756800029806515,0,15.164990174015058,0,0,0
2008-06-27,28.31261142176991,83.0967565296815,2645.1951805623594,317.8044982725849,37.71643584175552,60.1028895992095,13.393772555790108,990.5477397919857,77.92004511245395,45.03138675608633,Sandstone,Sandy,0.5701788799328332,0.40657321618392395,6.172116781046098,0,98.83547586198281,1,0,1
2009-10-30,26.558555380447054,81.16066956400078,1284.2440951747565,81.54900307581009,6.748139188016692,36.81947666708673,48.960975511360964,927.8099627990333,85.77626664278046,6.486598917621342,Shale,Sandy,0.868520616042545,0.42683270970184717,2.2386997830792126,0,90.72905466124077,0,0,0
2022-02-15,27.600340105889053,80.00471521263745,989.2835373206631,383.2766851698655,23.73685081107663,47.875040740052285,15.198671995238715,995.7533776244499,72.43078314520164,46.2742128314647,Granite,Silty,0.15967027116483046,0.7288160548296356,6.238893974850605,1,85.43049101449385,0,0,1
2012-07-20,27.733551396716397,83.7857529015372,1790.1545559024428,291.01545988931736,32.27971012346751,73.93376205813985,48.890296187980255,1033.6936970838503,89.69508818981987,20.563218043930867,Shale,Silty,0.9702008478928389,0.12154314438252123,4.273207741284078,0,59.48967719432542,0,0,0
2007-04-18,25.924272277627637,84.92603662955547,2775.5679982061183,457.47231442375545,8.512453774623383,79.90424226498327,16.51074933060436,974.2564596286637,98.28065114664125,25.350047429722668,Limestone,Clay,0.29134490413377634,0.34081943528992154,0.695280270642436,0,98.16189453173413,0,1,0
2007-01-30,29.847923138822793,84.04956560153045,608.8664446084383,182.4203268837617,23.594503614561795,44.83955630511802,11.570923279428097,946.4390551131052,96.16679679138893,36.939123165249214,Shale,Silty,0.5695231472379713,0.3499569389709841,5.205330435921791,0,29.091378296551806,0,0,0
2013-07-10,28.875664116805574,82.30103309078308,2414.5102200772194,491.35749603356277,-0.1444891482848787,72.20057793861972,9.168209145092366,1009.5432973907789,59.22302834425424,38.57482665409073,Shale,Clay,0.6652963940213018,0.4208506587443144,2.9775764723351164,0,34.109948516014136,0,1,1
2007-03-04,29.697494707820944,84.51883630699554,1931.1830698467722,287.9138233570116,38.646914996904734,33.223915151959424,20.59272526369985,905.8007805920554,22.420000325169653,28.16350616081815,Shale,Sandy,0.3507108025042106,0.126703413650896,4.255433876257129,0,71.25597269456374,0,0,0
2013-01-19,29.474136752138243,82.04923836559175,1563.6227913795424,486.7009780937669,-2.3828776227218356,84.88203986597637,11.84032242675136,968.1674901552896,10.635543247432832,56.58444210608159,Basalt,Loamy,0.8779366909239711,0.664567795872677,3.3959808633101662,0,67.9027336827026,1,0,1
2024-01-04,27.989499894055427,82.62467042121733,2360.20111026265,13.530327023557664,14.717860322843933,64.88328150166288,34.84689819135266,1005.5180485816028,99.39249981064188,52.20789829487516,Granite,Loamy,0.9924206159122466,0.38136551993076717,6.859114532677536,1,83.56638654091246,1,0,1
2012-09-18,29.609371175115584,82.38564883697842,2914.5610611040806,363.988161206194,19.15686589270105,79.76678644602055,11.988586768198923,967.1685632397044,30.83902314355582,17.37701073354821,Sandstone,Clay,0.40839766114729814,0.5422008305391562,4.900222859292462,0,74.56850399518899,0,0,0
2018-07-17,25.4424625102596,82.23811936332763,1073.0155279067276,408.3107621463681,30.57168003985138,52.943936708606266,41.76984224989346,969.0862852195055,3.3971059254916725,37.39006066820197,Shale,Silty,0.1451455620271207,0.08970151322823927,1.5455560790790193,0,66.92114474931891,0,1,1
2010-12-07,25.979914312095726,83.87595384646953,859.1184126802991,26.58664333824379,0.450783268258955,30.619835648375975,41.700562924408345,1069.6593325274407,39.10460964077473,44.65417540735954,Limestone,Sandy,0.8845389148926184,0.6939084436697736,5.529121571874369,0,80.56420034882676,0,0,0
2023-02-07,25.22613644455269,82.63384453634745,2782.2043630567427,289.48483200812285,14.836358823482946,48.63080019822795,14.276318702403307,1086.798357439033,74.80997352506704,16.93189703621387,Granite,Loamy,0.5259440785235696,0.6506677566667629,4.768295411419112,0,98.66815517918359,0,0,0
2005-12-22,26.62665165381632,81.58358561012608,2172.3826936432592,400.9711467947242,8.487020629455357,44.33368550304887,37.677006524341486,1065.4785294697317,89.0799986493222,6.014773366458888,Granite,Sandy,0.7401568348507376,0.43135908714173765,3.6463847119827566,0,61.14409506627663,0,0,0
2021-05-14,26.94338644844741,81.2907908382924,1594.9650539049148,280.5193626115364,9.040482206200302,39.94448890961432,42.877293798972666,919.7734900156978,47.756384664164955,58.6582497256017,Shale,Loamy,0.3582197970858316,0.4646276647927672,6.683267222243374,0,51.96535518716796,0,0,0
2015-04-22,26.35674515886948,80.18873658483717,1933.1489256607076,31.906795202733317,30.045456222936288,29.095637296733052,29.50664219685733,957.9484888761992,29.40289151227664,57.7091628331807,Granite,Silty,0.11332463730160802,0.27741892020613035,3.3368842215705996,0,15.151094837655998,0,1,0
2017-01-10,29.143687545759647,82.91597580941523,2364.03476294061,346.7236204491557,-4.754257473567509,78.32504276918256,18.316620543202745,1042.258873338333,77.84042014942668,22.619123052655592,Granite,Sandy,0.8592805914578103,0.2977372562806351,3.862595873214855,0,39.5890446315123,0,0,0
2007-10-20,26.78376663346795,81.14980707700516,2432.5797467642933,30.298457336654316,28.70876386011848,17.771649518850445,22.048359335633954,1094.8785590005316,50.37683524910184,18.151315512246654,Granite,Silty,0.48306670465626833,0.9419600682386257,5.347733447071252,0,55.249796256435246,0,0,0
2013-06-28,26.404672548436903,80.74066961008191,2799.7354520474114,408.73444750821926,31.46792935553978,89.88048368972505,39.31144325173909,948.4563096940161,8.602959119799324,13.503807830704254,Granite,Sandy,0.10906420118198723,0.011327098952937042,5.782819703293453,0,4.723712224105081,0,0,0
2006-10-08,27.713480415791242,83.26914981913839,1567.1069722390566,21.517091653347197,35.56130097289311,25.752225060797816,14.665873199840707,1079.64209581786,88.77497063816651,42.793016272773535,Limestone,Loamy,0.18735824467806061,0.5517635217727276,4.5055903866537586,0,96.62151502438819,0,0,0
2017-05-20,25.704621124873814,83.40604628910775,1233.5272750484876,68.6986905051854,23.209681145371757,98.18862866663872,16.7231167188097,1047.8029974326137,65.58070466274785,46.541041946869285,Limestone,Loamy,0.7415281215222459,0.3098000137850274,5.312541848636067,0,8.419658852573452,0,0,0
2011-07-30,29.0109849037702,83.76077446128834,2099.1606669746047,137.55379526163424,10.005489772250854,98.96212432783669,8.039216812892535,1096.6900732759063,3.681211854684807,28.122127077493968,Limestone,Sandy,0.8758224569426988,0.35333054972681344,5.481645097022174,0,99.75505823655618,0,0,0
2023-08-09,25.372753218398856,82.51788448169296,1539.319748198826,316.6823961304,14.22556296469918,45.854833711703655,19.95262015065013,918.7170963483468,0.905673904359694,18.35451772500827,Sandstone,Loamy,0.27717810021828015,0.5275332729312728,5.982408819235936,0,24.611898277139876,0,1,0
2019-02-06,29.934434683002586,84.47027302601943,1986.4961348724448,488.179549815653,38.638123702934315,98.90389653690366,4.325756612474296,978.9491496386074,8.772157357657873,29.679808051140515,Limestone,Sandy,0.2803895645795118,0.39516988200879855,4.94441748751641,0,72.26864787809826,0,0,0
2018-11-15,28.861223846483288,84.68171376699114,1549.9644961398756,58.911426309967204,34.65340718961335,88.21616655526537,16.051722049455574,995.6230004669001,82.19553917712044,33.399764365803236,Sandstone,Clay,0.10169235598779458,0.14902690962165888,4.089189346372873,1,48.25192287464587,0,0,0
2024-11-10,25.993578407670864,84.03685469896244,882.4894666954362,71.35383460695921,15.85866590947489,17.418724925199903,18.673969047392852,1034.4165250489157,48.13076914402751,34.88721299259805,Shale,Sandy,0.41886906257280565,0.22401191972398038,2.0354679342228716,0,5.52558731203503,0,0,0
2024-04-30,25.027610585618014,83.17796741004094,1673.566879147396,184.43519835049017,37.43783531999151,95.25957072657563,12.773956621206606,1030.7944072550258,33.53011953057039,29.385209972256543,Granite,Silty,0.8914189666587263,0.03258351599657083,2.0687539603464997,0,22.01304823936686,0,0,0
2013-02-10,29.077307142274172,81.51860476795595,2227.294554852582,418.1095688776601,32.03296939329065,13.82629473141348,5.067905956749408,1081.2690689428462,24.929341237597804,5.205356162242531,Limestone,Silty,0.16433922695420466,0.3778053634768186,1.3384384151818933,0,96.31444470407217,0,0,0
2017-12-13,28.534286719238086,84.91472460810111,2498.2095191691246,233.61547637540707,35.549043774690766,26.372286436519644,26.083362128077752,1067.7346245176664,50.685798403825046,30.947778128916095,Shale,Loamy,0.7791608909930154,0.8950554894354339,2.071460463342359,0,52.24626479502334,1,0,0
2009-04-25,28.645035840204937,81.37068083595969,1733.3156919913672,160.80530012791084,25.733975555916444,62.61359867620069,43.25405848777354,911.0745337832359,8.304022481826856,24.099953906706105,Granite,Loamy,0.21889649195071637,0.49108747405386055,5.568800315678931,0,82.21078831773703,0,1,0
2020-10-20,28.85635173342973,81.01328460995215,913.0947255260023,280.60191610443064,33.59443195578977,17.266346056001225,16.78223729002352,997.3080246019774,61.71804600309152,35.61090986497371,Shale,Loamy,0.20261459695103679,0.5474053397122434,4.929448415382939,0,90.38896838538997,0,1,0
2006-07-24,25.370223258670453,82.21077056893292,1536.719274123579,130.26159872287502,35.129476360044656,24.5554981290432,11.840078571006934,981.4122460438199,38.05273882445787,8.815822182964935,Basalt,Clay,0.014944781588715372,0.444487979639974,1.969862669614476,1,2.088828072016302,0,0,0
2006-01-11,26.792328642721362,80.28420285356194,2465.7348221042457,200.57995362376047,-0.8592536956697865,95.81426084010148,14.25191088452517,1099.428917305075,85.84400328054971,53.35540933969791,Granite,Clay,0.669729862776296,0.8873991577749268,2.2309889949692705,1,72.18192913036148,0,0,0
2019-11-01,25.57934529762565,84.89247232335896,1532.148176542682,166.30257461602093,38.434763949729636,99.52190963988473,43.09435906521184,985.4516388488983,75.44268541976422,53.14925583095075,Granite,Sandy,0.38687894001148393,0.42965132244164705,6.862091648550562,0,42.11231795144709,0,0,0
2010-02-10,29.315517129377966,82.94216778208212,2241.326984010556,402.07051120732297,10.012589444382849,81.83228876022675,26.390379480389882,1036.5238280005374,1.836617557402298,36.02634880373053,Sandstone,Loamy,0.9737502850594872,0.7540454759980715,2.2479899196728073,0,10.803474013172476,0,0,1
2022-05-04,28.11649063413779,82.78476045832087,1768.0342041952244,462.1278632190004,14.795477931250996,56.36884523182325,6.539517563538738,956.8858866267781,16.649806337942906,45.541581908245576,Granite,Sandy,0.05166386519475663,0.7513153060111012,1.447401100339881,0,45.53256144360965,0,0,1
2011-06-29,26.654490124263248,83.2789813994986,1103.0578127734916,379.7860960784559,30.63566916367669,91.02708421225077,35.46108245277313,1022.9257911834753,47.403451395094244,29.08470573380086,Shale,Sandy,0.0659374301696316,0.49814675759785854,2.723210765828878,0,94.49341039671555,0,1,0
2006-10-16,25.317791751430118,82.48511823888603,2490.376270057686,219.54178801499174,24.920333750762396,20.070889379521184,7.718446661672473,941.3266177236867,65.86802651598134,37.46649143606952,Basalt,Loamy,0.2844536056261209,0.6547329857789909,5.025420030135773,0,47.289424746231525,1,0,0
2024-03-08,26.554911608578312,80.16031758547271,710.5336351767176,252.1674887483319,35.18769605962258,94.8602682320508,3.0122201471118326,1020.7213311299224,71.51259495960555,38.97207994792183,Basalt,Loamy,0.5377747208840371,0.43628083175313626,2.452560522785724,0,23.293672615100736,0,1,0
2010-03-23,26.625916610133736,83.06155644420198,1812.2257068878764,62.53684696471784,13.025818784954748,41.639763470988896,12.784243824895864,1073.6380477175962,81.62432629685213,24.463872125023286,Limestone,Silty,0.7484314675731851,0.7493956129189877,5.824068803178175,0,47.84934123255997,0,0,0
2024-06-08,28.64803089169032,83.58086938478215,1022.2275856085123,373.43235556726887,11.797967365427137,87.5340452109875,8.404508975838294,903.8475582891774,4.92186146600856,57.84796953139727,Limestone,Loamy,0.30301973958307304,0.8618478739330517,2.8696711506698547,0,46.08651556371325,0,0,1
2007-04-08,28.187787356776067,82.08374530312027,667.6640713534391,298.237839697522,-3.5740017706406144,70.15360653868518,30.249873718733404,1000.9172819078692,1.8483200013226453,38.14320329189097,Shale,Silty,0.33354626518897235,0.8901038643352833,6.946282492127933,0,29.80789778193669,0,0,0
2013-07-11,29.436063712881634,83.78647786035596,1757.334842708122,451.2199980687182,15.822641950134614,96.42468736501498,24.228320367002095,1096.4741248712796,60.050573330573144,59.47923339205654,Limestone,Clay,0.7193441147188566,0.09879134607750506,1.054280276719238,0,50.491276126255535,0,0,1
2011-03-28,27.361074625809746,81.1350064966921,1748.905389837309,100.3055717875766,27.58318466480989,87.82101530162363,36.20322752464336,931.852504489664,72.38269471944547,28.780392247591813,Basalt,Silty,0.3697825564971138,0.333693248250301,0.07746689221506076,0,55.045944786137234,0,0,0
2015-03-04,25.59797122969151,81.10638295533091,2267.252254189302,379.8630609663061,8.553042293179724,89.91080321958155,25.578552513012294,936.6824656097776,78.66961224411418,6.777642217313142,Basalt,Sandy,0.6525595067820784,0.2949031644095318,2.538766818429398,0,26.203631289566243,0,1,0
2019-04-05,28.566223936114973,80.80708493843787,2361.876732629762,342.33583085959486,15.822693115322863,66.85789205080275,20.950296760469385,994.1647442203086,15.571558457203361,21.634034067171452,Sandstone,Sandy,0.3141960301729576,0.8459733427289541,1.7605658499529087,0,99.2589885571145,1,1,1
2023-09-17,28.803925243084485,81.85997379894582,2319.478721732242,132.92276690487608,4.872899581837512,84.98426778786482,26.31093452188715,1074.1986360653818,96.87360171685626,40.79332527131471,Granite,Clay,0.991647313062241,0.6411048049099425,2.7274663275937012,1,36.83652957396105,0,0,0
2013-03-08,27.80638598784748,84.23506017694541,1523.8968322918877,333.68931977041257,29.775451264215732,78.14180356852047,21.724305654388893,1012.5519218874228,22.942908819463483,55.06889238189286,Granite,Clay,0.9166396592007905,0.39963267396983515,0.8878494937382878,1,71.2165735212208,0,1,1
2008-08-25,28.854835899772805,84.13956031074532,2079.224468066406,462.18669028832477,-2.2769797396483806,24.54608178134985,1.854344695701976,1001.7417289141168,25.033037995083042,38.83403343093469,Limestone,Sandy,0.5866597692819256,0.35569417457386265,4.978772823014047,0,92.30408632730324,1,0,1
2013-04-21,27.468977981821954,81.91412103981752,1942.3631066099008,459.21799383355943,26.74223747502242,68.37372022179187,34.034955649812,917.3514118209242,15.428903946738826,30.947001596695046,Shale,Silty,0.9609258489663787,0.012800652921239664,6.038204452744533,0,16.05228443397293,1,0,1
2012-12-20,27.61366414690997,82.94559367990118,1553.904390292299,359.81328725807066,12.052300528524256,23.335799186814278,48.10651631072277,1092.3972029149363,4.324744305612205,9.440867144809488,Granite,Clay,0.5617866807604271,0.8867217438512023,4.496810422269956,0,15.528088758986557,0,0,0
